sampler,fold,Base,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ration,ic.m0
Latin Hypercube (nn),41,0.9739583333333334,0.975,0.921875,0.9729166666666667,0.9697916666666667,0.9833333333333333
Latin Hypercube (nn),42,0.984375,0.984375,0.9302083333333333,0.9854166666666667,0.9864583333333333,0.9770833333333333
Latin Hypercube (nn),43,0.9739583333333334,0.9791666666666666,0.9302083333333333,0.975,0.96875,0.978125
Latin Hypercube (nn),44,0.9833333333333333,0.9833333333333333,0.921875,0.9791666666666666,0.9791666666666666,0.9802083333333333
Latin Hypercube (nn),45,0.9791666666666666,0.9833333333333333,0.921875,0.978125,0.9739583333333334,0.9760416666666667
Latin Hypercube (nn),46,0.9770833333333333,0.9770833333333333,0.91875,0.9760416666666667,0.9666666666666667,0.9802083333333333
Latin Hypercube (nn),47,0.9822916666666667,0.9802083333333333,0.928125,0.98125,0.9770833333333333,0.9822916666666667
Latin Hypercube (nn),48,0.9770833333333333,0.9791666666666666,0.9177083333333333,0.9833333333333333,0.9770833333333333,0.9833333333333333
Latin Hypercube (nn),49,0.984375,0.9854166666666667,0.940625,0.98125,0.9760416666666667,0.9864583333333333
Latin Hypercube (nn),50,0.9791666666666666,0.9833333333333333,0.9270833333333334,0.9697916666666667,0.96875,0.978125
Latin Hypercube (nn),51,0.984375,0.9864583333333333,0.9229166666666667,0.98125,0.9854166666666667,0.9854166666666667
Latin Hypercube (nn),52,0.9875,0.9916666666666667,0.9385416666666667,0.984375,0.98125,0.9864583333333333
Latin Hypercube (nn),53,0.9729166666666667,0.9729166666666667,0.9177083333333333,0.971875,0.9625,0.9708333333333333
Latin Hypercube (nn),54,0.9885416666666667,0.984375,0.9260416666666667,0.9864583333333333,0.98125,0.984375
Latin Hypercube (nn),55,0.9802083333333333,0.9822916666666667,0.9177083333333333,0.975,0.96875,0.9822916666666667
Latin Hypercube (nn),56,0.9802083333333333,0.9791666666666666,0.9260416666666667,0.9739583333333334,0.971875,0.9802083333333333
Latin Hypercube (nn),57,0.9854166666666667,0.9833333333333333,0.9145833333333333,0.9854166666666667,0.978125,0.984375
Latin Hypercube (nn),58,0.9864583333333333,0.9885416666666667,0.9333333333333333,0.9802083333333333,0.9791666666666666,0.978125
