run,dimensions,sample_n,sampler,dh
6,5,316,Latin Hypercube,1.631989063250175
6,5,316,Random walk,3.5714039099165853
6,5,316,Hilbert curve 0.1,1.6667937646987785
6,5,316,Hilbert curve 0.3,1.5966114463674739
6,5,316,Hilbert curve 0.5,1.7123681828657942
6,5,1000,Latin Hypercube,1.2655779510784304
6,5,1000,Random walk,4.016099236313858
6,5,1000,Hilbert curve 0.1,1.297765180011974
6,5,1000,Hilbert curve 0.3,1.2683879746055848
6,5,1000,Hilbert curve 0.5,1.4251750672419803
6,10,100,Latin Hypercube,5.0412266905925875
6,10,100,Random walk,8.081000664414747
6,10,100,Hilbert curve 0.1,5.25373435331046
6,10,100,Hilbert curve 0.3,4.967163027164966
6,10,100,Hilbert curve 0.5,4.890120376091733
6,10,316,Latin Hypercube,4.438447572587732
6,10,316,Random walk,7.381953564772183
6,10,316,Hilbert curve 0.1,4.541141727151219
6,10,316,Hilbert curve 0.3,4.328011346339689
6,10,316,Hilbert curve 0.5,4.3636124147972195
6,10,1000,Latin Hypercube,3.883100980871785
6,10,1000,Random walk,7.07567256499677
6,10,1000,Hilbert curve 0.1,3.962416262974007
6,10,1000,Hilbert curve 0.3,3.7997470977633734
6,10,1000,Hilbert curve 0.5,3.8911963003430916
6,20,100,Latin Hypercube,9.96889478238716
6,20,100,Random walk,12.241411231503141
6,20,100,Hilbert curve 0.1,10.229668809834056
6,20,100,Hilbert curve 0.3,9.662670839174782
6,20,100,Hilbert curve 0.5,9.431162142221652
6,20,316,Latin Hypercube,9.26006469565254
6,20,316,Random walk,12.637470428973973
6,20,316,Hilbert curve 0.1,9.448197482156674
6,20,316,Hilbert curve 0.3,8.916906460107981
6,20,316,Hilbert curve 0.5,8.778846853750974
6,20,1000,Latin Hypercube,8.598787809711192
6,20,1000,Random walk,12.565506170132
6,20,1000,Hilbert curve 0.1,8.778927272647252
6,20,1000,Hilbert curve 0.3,8.294994025336264
6,20,1000,Hilbert curve 0.5,8.1988590045498
7,5,100,Latin Hypercube,2.0946362754029577
7,5,100,Random walk,4.076487413860179
7,5,100,Hilbert curve 0.1,2.159456750889405
7,5,100,Hilbert curve 0.3,2.061145111568866
7,5,100,Hilbert curve 0.5,2.083551493789327
7,5,316,Latin Hypercube,1.6429319935939808
7,5,316,Random walk,3.6074098491256428
7,5,316,Hilbert curve 0.1,1.6517189743804999
7,5,316,Hilbert curve 0.3,1.6176090217337578
7,5,316,Hilbert curve 0.5,1.6627724281535887
7,5,1000,Latin Hypercube,1.2678816057431672
7,5,1000,Random walk,4.077526510855403
7,5,1000,Hilbert curve 0.1,1.2903441267368907
7,5,1000,Hilbert curve 0.3,1.2628927340508391
7,5,1000,Hilbert curve 0.5,1.4358003511422925
7,10,100,Latin Hypercube,5.065878229654286
7,10,100,Random walk,7.907205681075151
7,10,100,Hilbert curve 0.1,5.233887871729764
7,10,100,Hilbert curve 0.3,4.937414905603592
7,10,100,Hilbert curve 0.5,4.938831618175972
7,10,316,Latin Hypercube,4.4030228127627975
7,10,316,Random walk,7.808655031320275
7,10,316,Hilbert curve 0.1,4.53998141730447
7,10,316,Hilbert curve 0.3,4.32254210310741
7,10,316,Hilbert curve 0.5,4.36127676090352
7,10,1000,Latin Hypercube,3.876069864695905
7,10,1000,Random walk,7.285721759870321
7,10,1000,Hilbert curve 0.1,3.964132664418582
7,10,1000,Hilbert curve 0.3,3.8012041741324114
7,10,1000,Hilbert curve 0.5,3.9221622221457597
7,20,100,Latin Hypercube,9.959693533292144
7,20,100,Random walk,13.078142329476295
7,20,100,Hilbert curve 0.1,10.295350136474474
7,20,100,Hilbert curve 0.3,9.67339926109637
7,20,100,Hilbert curve 0.5,9.4051039343848
7,20,316,Latin Hypercube,9.222018336733882
7,20,316,Random walk,12.401127857481663
7,20,316,Hilbert curve 0.1,9.472553475668516
7,20,316,Hilbert curve 0.3,8.916567936284904
7,20,316,Hilbert curve 0.5,8.79871481952678
7,20,1000,Latin Hypercube,8.599568001510997
7,20,1000,Random walk,12.32339434662584
7,20,1000,Hilbert curve 0.1,8.754714561057668
7,20,1000,Hilbert curve 0.3,8.285155866209447
7,20,1000,Hilbert curve 0.5,8.208630028321927
8,5,100,Latin Hypercube,2.059911166975693
8,5,100,Random walk,3.685947518022605
8,5,100,Hilbert curve 0.1,2.197525488218541
8,5,100,Hilbert curve 0.3,2.0431110020845824
8,5,100,Hilbert curve 0.5,2.126267288607797
8,5,316,Latin Hypercube,1.6215165223204187
8,5,316,Random walk,3.7789855764020928
8,5,316,Hilbert curve 0.1,1.6684208264829574
8,5,316,Hilbert curve 0.3,1.6350938369845804
8,5,316,Hilbert curve 0.5,1.6655244622584249
8,5,1000,Latin Hypercube,1.2739666840270252
8,5,1000,Random walk,4.366108743791862
8,5,1000,Hilbert curve 0.1,1.2898161094755696
8,5,1000,Hilbert curve 0.3,1.2851607610209959
8,5,1000,Hilbert curve 0.5,1.3856116333994457
8,10,100,Latin Hypercube,5.0327193228954945
8,10,100,Random walk,7.7032804349089705
8,10,100,Hilbert curve 0.1,5.2037788867306976
8,10,100,Hilbert curve 0.3,4.973586022033166
8,10,100,Hilbert curve 0.5,4.963957744179096
8,10,316,Latin Hypercube,4.424817302043383
8,10,316,Random walk,7.410181789590243
8,10,316,Hilbert curve 0.1,4.577036706025868
8,10,316,Hilbert curve 0.3,4.329433975399011
8,10,316,Hilbert curve 0.5,4.3720693137516236
8,10,1000,Latin Hypercube,3.875824077541245
8,10,1000,Random walk,7.146347498712011
8,10,1000,Hilbert curve 0.1,3.9679134173459514
8,10,1000,Hilbert curve 0.3,3.8130199615222393
8,10,1000,Hilbert curve 0.5,3.8894271761313983
8,20,100,Latin Hypercube,9.98726807386733
8,20,100,Random walk,12.73286368238699
8,20,100,Hilbert curve 0.1,10.242014006758273
8,20,100,Hilbert curve 0.3,9.658483549889263
8,20,100,Hilbert curve 0.5,9.428488574702882
8,20,316,Latin Hypercube,9.246038619353728
8,20,316,Random walk,12.586470439413613
8,20,316,Hilbert curve 0.1,9.475490898860526
8,20,316,Hilbert curve 0.3,8.936656102369332
8,20,316,Hilbert curve 0.5,8.7971433054727
8,20,1000,Latin Hypercube,8.588166767626326
8,20,1000,Random walk,12.68544600808812
8,20,1000,Hilbert curve 0.1,8.767091351408595
8,20,1000,Hilbert curve 0.3,8.289626594701403
8,20,1000,Hilbert curve 0.5,8.204108512273958
9,5,100,Latin Hypercube,2.052122192787754
9,5,100,Random walk,3.9596255940135467
9,5,100,Hilbert curve 0.1,2.2081750984492983
9,5,100,Hilbert curve 0.3,2.0340636312463167
9,5,100,Hilbert curve 0.5,2.1982006747202556
9,5,316,Latin Hypercube,1.6305812299815883
9,5,316,Random walk,3.417679394492596
9,5,316,Hilbert curve 0.1,1.65119794632863
9,5,316,Hilbert curve 0.3,1.6175640437060497
9,5,316,Hilbert curve 0.5,1.7013509219013296
9,5,1000,Latin Hypercube,1.2664075926408922
9,5,1000,Random walk,4.043422209522785
9,5,1000,Hilbert curve 0.1,1.2926909626109173
9,5,1000,Hilbert curve 0.3,1.2657441212767901
9,5,1000,Hilbert curve 0.5,1.3875022701680246
9,10,100,Latin Hypercube,5.053866760137054
9,10,100,Random walk,7.5552642073594285
9,10,100,Hilbert curve 0.1,5.187416859250488
9,10,100,Hilbert curve 0.3,4.996936964162719
9,10,100,Hilbert curve 0.5,4.967418912201963
9,10,316,Latin Hypercube,4.431380160951064
9,10,316,Random walk,8.158430995408798
9,10,316,Hilbert curve 0.1,4.553958062317686
9,10,316,Hilbert curve 0.3,4.31525870295584
9,10,316,Hilbert curve 0.5,4.336051271341149
9,10,1000,Latin Hypercube,3.8740388181831302
9,10,1000,Random walk,7.694767866173462
9,10,1000,Hilbert curve 0.1,3.973045070938643
9,10,1000,Hilbert curve 0.3,3.8008832384997886
9,10,1000,Hilbert curve 0.5,3.889850045279559
9,20,100,Latin Hypercube,9.959741658279254
9,20,100,Random walk,12.391577763615624
9,20,100,Hilbert curve 0.1,10.25359654030371
9,20,100,Hilbert curve 0.3,9.687433281228138
9,20,100,Hilbert curve 0.5,9.458207712591749
9,20,316,Latin Hypercube,9.233610422582478
9,20,316,Random walk,12.49406358109934
9,20,316,Hilbert curve 0.1,9.468155932618078
9,20,316,Hilbert curve 0.3,8.935825496247308
9,20,316,Hilbert curve 0.5,8.777603174246838
9,20,1000,Latin Hypercube,8.594443124237124
9,20,1000,Random walk,12.435950314144543
9,20,1000,Hilbert curve 0.1,8.760272926521845
9,20,1000,Hilbert curve 0.3,8.282890297058024
9,20,1000,Hilbert curve 0.5,8.204052703234458
10,5,100,Latin Hypercube,2.053841577124229
10,5,100,Random walk,3.9370292335425976
10,5,100,Hilbert curve 0.1,2.1746118525805755
10,5,100,Hilbert curve 0.3,2.068079923990677
