test_id,repetition,function,sample_n,sampler,feature,value
978,6,18,1000,"Latin Hypercube (rnd)",sss.std,0.17501485085508
978,6,18,1000,"Latin Hypercube (rnd)",sss.max,0.929191185966184
978,6,18,1000,"Latin Hypercube (rnd)",sss.skew,3.67742301281866
978,6,18,1000,"Latin Hypercube (rnd)",sss.skew_p,0.000235602151274424
978,6,18,1000,"Latin Hypercube (rnd)",sss.weight.0,0.458542193341628
978,6,18,1000,"Latin Hypercube (rnd)",sss.weight.1,0.541457806658372
978,6,18,1000,"Latin Hypercube (rnd)",sss.mean.0,0.511724518958162
978,6,18,1000,"Latin Hypercube (rnd)",sss.mean.1,0.24443083215606
978,6,18,1000,"Latin Hypercube (rnd)",sss.cov.0,0.0143129713177802
978,6,18,1000,"Latin Hypercube (rnd)",sss.cov.1,0.0116895824143057
979,6,19,1000,"Latin Hypercube (rnd)",sss.mean,0.363662326745115
979,6,19,1000,"Latin Hypercube (rnd)",sss.std,0.173179145588223
979,6,19,1000,"Latin Hypercube (rnd)",sss.max,0.937865116237283
979,6,19,1000,"Latin Hypercube (rnd)",sss.skew,4.24731397396391
979,6,19,1000,"Latin Hypercube (rnd)",sss.skew_p,2.16348670016776e-05
979,6,19,1000,"Latin Hypercube (rnd)",sss.weight.0,0.449143480787473
979,6,19,1000,"Latin Hypercube (rnd)",sss.weight.1,0.550856519212527
979,6,19,1000,"Latin Hypercube (rnd)",sss.mean.0,0.506621632990532
979,6,19,1000,"Latin Hypercube (rnd)",sss.mean.1,0.247099777009263
979,6,19,1000,"Latin Hypercube (rnd)",sss.cov.0,0.0150184422730185
979,6,19,1000,"Latin Hypercube (rnd)",sss.cov.1,0.0119502620993466
980,6,20,1000,"Latin Hypercube (rnd)",sss.mean,0.37167669643833
980,6,20,1000,"Latin Hypercube (rnd)",sss.std,0.175932030712619
980,6,20,1000,"Latin Hypercube (rnd)",sss.max,0.870438921736454
980,6,20,1000,"Latin Hypercube (rnd)",sss.skew,2.61758976494493
980,6,20,1000,"Latin Hypercube (rnd)",sss.skew_p,0.00885531937864672
980,6,20,1000,"Latin Hypercube (rnd)",sss.weight.0,0.496687546469876
980,6,20,1000,"Latin Hypercube (rnd)",sss.weight.1,0.503312453530124
980,6,20,1000,"Latin Hypercube (rnd)",sss.mean.0,0.238627139444423
980,6,20,1000,"Latin Hypercube (rnd)",sss.mean.1,0.502974973599382
980,6,20,1000,"Latin Hypercube (rnd)",sss.cov.0,0.0119734385845582
980,6,20,1000,"Latin Hypercube (rnd)",sss.cov.1,0.0149744834130194
981,6,21,1000,"Latin Hypercube (rnd)",sss.mean,0.368709436537763
981,6,21,1000,"Latin Hypercube (rnd)",sss.std,0.173030249338034
981,6,21,1000,"Latin Hypercube (rnd)",sss.max,0.920797562621971
981,6,21,1000,"Latin Hypercube (rnd)",sss.skew,2.81993301585287
981,6,21,1000,"Latin Hypercube (rnd)",sss.skew_p,0.00480336751073286
981,6,21,1000,"Latin Hypercube (rnd)",sss.weight.0,0.538633520941366
981,6,21,1000,"Latin Hypercube (rnd)",sss.weight.1,0.461366479058634
981,6,21,1000,"Latin Hypercube (rnd)",sss.mean.0,0.245961235604029
981,6,21,1000,"Latin Hypercube (rnd)",sss.mean.1,0.512014810159745
981,6,21,1000,"Latin Hypercube (rnd)",sss.cov.0,0.0116807926112182
981,6,21,1000,"Latin Hypercube (rnd)",sss.cov.1,0.0131312616177535
982,6,22,1000,"Latin Hypercube (rnd)",sss.mean,0.370827070723718
982,6,22,1000,"Latin Hypercube (rnd)",sss.std,0.173312216971548
982,6,22,1000,"Latin Hypercube (rnd)",sss.max,0.921237976203871
982,6,22,1000,"Latin Hypercube (rnd)",sss.skew,2.90607641863134
982,6,22,1000,"Latin Hypercube (rnd)",sss.skew_p,0.00365992053003812
982,6,22,1000,"Latin Hypercube (rnd)",sss.weight.0,0.479749170220962
982,6,22,1000,"Latin Hypercube (rnd)",sss.weight.1,0.520250829779038
982,6,22,1000,"Latin Hypercube (rnd)",sss.mean.0,0.508271958322913
982,6,22,1000,"Latin Hypercube (rnd)",sss.mean.1,0.244082302618623
982,6,22,1000,"Latin Hypercube (rnd)",sss.cov.0,0.0139422771362462
982,6,22,1000,"Latin Hypercube (rnd)",sss.cov.1,0.011396249499526
983,6,23,1000,"Latin Hypercube (rnd)",sss.mean,0.36976986838691
983,6,23,1000,"Latin Hypercube (rnd)",sss.std,0.177350107604758
983,6,23,1000,"Latin Hypercube (rnd)",sss.max,0.925498132950597
983,6,23,1000,"Latin Hypercube (rnd)",sss.skew,3.47343209909953
983,6,23,1000,"Latin Hypercube (rnd)",sss.skew_p,0.000513847362774062
983,6,23,1000,"Latin Hypercube (rnd)",sss.weight.0,0.521628655337868
983,6,23,1000,"Latin Hypercube (rnd)",sss.weight.1,0.478371344662132
983,6,23,1000,"Latin Hypercube (rnd)",sss.mean.0,0.240718866367212
983,6,23,1000,"Latin Hypercube (rnd)",sss.mean.1,0.510490464226705
983,6,23,1000,"Latin Hypercube (rnd)",sss.cov.0,0.0117724258941385
983,6,23,1000,"Latin Hypercube (rnd)",sss.cov.1,0.0149530112120588
984,6,24,1000,"Latin Hypercube (rnd)",sss.mean,0.37058704437958
984,6,24,1000,"Latin Hypercube (rnd)",sss.std,0.174187807597451
984,6,24,1000,"Latin Hypercube (rnd)",sss.max,0.849168820864213
984,6,24,1000,"Latin Hypercube (rnd)",sss.skew,2.76954686762831
984,6,24,1000,"Latin Hypercube (rnd)",sss.skew_p,0.00561343275156288
984,6,24,1000,"Latin Hypercube (rnd)",sss.weight.0,0.552033841969679
984,6,24,1000,"Latin Hypercube (rnd)",sss.weight.1,0.447966158030321
984,6,24,1000,"Latin Hypercube (rnd)",sss.mean.0,0.249704033361819
984,6,24,1000,"Latin Hypercube (rnd)",sss.mean.1,0.519552567343214
984,6,24,1000,"Latin Hypercube (rnd)",sss.cov.0,0.0117495920415109
984,6,24,1000,"Latin Hypercube (rnd)",sss.cov.1,0.0130563856684902
985,6,1,1000,"Hilbert Curve",sss.mean,0.0170856134343413
985,6,1,1000,"Hilbert Curve",sss.std,0.0170977143788698
985,6,1,1000,"Hilbert Curve",sss.max,0.693651569749841
985,6,1,1000,"Hilbert Curve",sss.skew,65.091461494972
985,6,1,1000,"Hilbert Curve",sss.skew_p,0.0
985,6,1,1000,"Hilbert Curve",sss.weight.0,0.999499749874938
985,6,1,1000,"Hilbert Curve",sss.weight.1,0.000500250125062532
985,6,1,1000,"Hilbert Curve",sss.mean.0,0.0167469918345838
985,6,1,1000,"Hilbert Curve",sss.mean.1,0.69365156974984
985,6,1,1000,"Hilbert Curve",sss.cov.0,6.42636381552873e-05
985,6,1,1000,"Hilbert Curve",sss.cov.1,1.0e-06
986,6,2,1000,"Hilbert Curve",sss.mean,0.0167633114605307
986,6,2,1000,"Hilbert Curve",sss.std,0.0077578820411835
986,6,2,1000,"Hilbert Curve",sss.max,0.0505527803753084
986,6,2,1000,"Hilbert Curve",sss.skew,14.6929149173992
986,6,2,1000,"Hilbert Curve",sss.skew_p,7.15676962799114e-49
986,6,2,1000,"Hilbert Curve",sss.weight.0,0.726130904582191
986,6,2,1000,"Hilbert Curve",sss.weight.1,0.273869095417809
986,6,2,1000,"Hilbert Curve",sss.mean.0,0.0133984934653293
986,6,2,1000,"Hilbert Curve",sss.mean.1,0.025684720905735
986,6,2,1000,"Hilbert Curve",sss.cov.0,2.20361246550708e-05
986,6,2,1000,"Hilbert Curve",sss.cov.1,5.53720877805768e-05
987,6,3,1000,"Hilbert Curve",sss.mean,0.0167072652111405
987,6,3,1000,"Hilbert Curve",sss.std,0.00802725972695678
987,6,3,1000,"Hilbert Curve",sss.max,0.0652095588730814
987,6,3,1000,"Hilbert Curve",sss.skew,15.9430720968463
987,6,3,1000,"Hilbert Curve",sss.skew_p,3.18312809211901e-57
987,6,3,1000,"Hilbert Curve",sss.weight.0,0.718085528555377
987,6,3,1000,"Hilbert Curve",sss.weight.1,0.281914471444623
987,6,3,1000,"Hilbert Curve",sss.mean.0,0.0134732439290377
987,6,3,1000,"Hilbert Curve",sss.mean.1,0.0249448837690594
987,6,3,1000,"Hilbert Curve",sss.cov.0,2.60217100133538e-05
987,6,3,1000,"Hilbert Curve",sss.cov.1,7.13352936511591e-05
988,6,4,1000,"Hilbert Curve",sss.mean,0.0170484507837253
988,6,4,1000,"Hilbert Curve",sss.std,0.0171160768525013
988,6,4,1000,"Hilbert Curve",sss.max,0.694390828771542
988,6,4,1000,"Hilbert Curve",sss.skew,65.0956876159258
988,6,4,1000,"Hilbert Curve",sss.skew_p,0.0
988,6,4,1000,"Hilbert Curve",sss.weight.0,0.999499749874938
988,6,4,1000,"Hilbert Curve",sss.weight.1,0.000500250125062532
988,6,4,1000,"Hilbert Curve",sss.mean.0,0.0167094405845322
988,6,4,1000,"Hilbert Curve",sss.mean.1,0.69439082877154
988,6,4,1000,"Hilbert Curve",sss.cov.0,6.43658110920767e-05
988,6,4,1000,"Hilbert Curve",sss.cov.1,1.0e-06
989,6,5,1000,"Hilbert Curve",sss.mean,0.0165682319264896
989,6,5,1000,"Hilbert Curve",sss.std,0.0169364162530473
989,6,5,1000,"Hilbert Curve",sss.max,0.690865866630023
989,6,5,1000,"Hilbert Curve",sss.skew,65.3701018709506
989,6,5,1000,"Hilbert Curve",sss.skew_p,0.0
989,6,5,1000,"Hilbert Curve",sss.weight.0,0.999499749874938
989,6,5,1000,"Hilbert Curve",sss.weight.1,0.000500250125062532
989,6,5,1000,"Hilbert Curve",sss.mean.0,0.0162307456228342
989,6,5,1000,"Hilbert Curve",sss.mean.1,0.690865866630022
989,6,5,1000,"Hilbert Curve",sss.cov.0,6.03056468540517e-05
989,6,5,1000,"Hilbert Curve",sss.cov.1,1.0e-06
990,6,6,1000,"Hilbert Curve",sss.mean,0.0167040064303813
990,6,6,1000,"Hilbert Curve",sss.std,0.0173415644903803
990,6,6,1000,"Hilbert Curve",sss.max,0.707676573840884
990,6,6,1000,"Hilbert Curve",sss.skew,65.4022543931256
990,6,6,1000,"Hilbert Curve",sss.skew_p,0.0
990,6,6,1000,"Hilbert Curve",sss.weight.0,0.999499749874938
990,6,6,1000,"Hilbert Curve",sss.weight.1,0.000500250125062532
990,6,6,1000,"Hilbert Curve",sss.mean.0,0.0163581743145602
990,6,6,1000,"Hilbert Curve",sss.mean.1,0.707676573840883
990,6,6,1000,"Hilbert Curve",sss.cov.0,6.28002696047231e-05
990,6,6,1000,"Hilbert Curve",sss.cov.1,1.0e-06
991,6,7,1000,"Hilbert Curve",sss.mean,0.0168544158885235
991,6,7,1000,"Hilbert Curve",sss.std,0.0173750017202934
991,6,7,1000,"Hilbert Curve",sss.max,0.707292712608007
991,6,7,1000,"Hilbert Curve",sss.skew,65.2801499438128
991,6,7,1000,"Hilbert Curve",sss.skew_p,0.0
991,6,7,1000,"Hilbert Curve",sss.weight.0,0.999499749874938
991,6,7,1000,"Hilbert Curve",sss.weight.1,0.000500250125062532
991,6,7,1000,"Hilbert Curve",sss.mean.0,0.0165088511754506
991,6,7,1000,"Hilbert Curve",sss.mean.1,0.707292712608006
991,6,7,1000,"Hilbert Curve",sss.cov.0,6.43312543477568e-05
991,6,7,1000,"Hilbert Curve",sss.cov.1,1.0e-06
992,6,8,1000,"Hilbert Curve",sss.mean,0.0165899252389953
992,6,8,1000,"Hilbert Curve",sss.std,0.00794932496358919
992,6,8,1000,"Hilbert Curve",sss.max,0.056603484682927
992,6,8,1000,"Hilbert Curve",sss.skew,15.9407560329856
992,6,8,1000,"Hilbert Curve",sss.skew_p,3.30332996858969e-57
992,6,8,1000,"Hilbert Curve",sss.weight.0,0.704586155949114
992,6,8,1000,"Hilbert Curve",sss.weight.1,0.295413844050886
992,6,8,1000,"Hilbert Curve",sss.mean.0,0.0133145617453679
992,6,8,1000,"Hilbert Curve",sss.mean.1,0.0244019347970628
992,6,8,1000,"Hilbert Curve",sss.cov.0,2.50119643262637e-05
992,6,8,1000,"Hilbert Curve",sss.cov.1,7.10241347300809e-05
993,6,9,1000,"Hilbert Curve",sss.mean,0.0167607549220772
993,6,9,1000,"Hilbert Curve",sss.std,0.0172970018837619
993,6,9,1000,"Hilbert Curve",sss.max,0.701133760359332
993,6,9,1000,"Hilbert Curve",sss.skew,65.0934809433411
993,6,9,1000,"Hilbert Curve",sss.skew_p,0.0
993,6,9,1000,"Hilbert Curve",sss.weight.0,0.999499749874938
993,6,9,1000,"Hilbert Curve",sss.weight.1,0.000500250125062532
993,6,9,1000,"Hilbert Curve",sss.mean.0,0.0164182258903268
993,6,9,1000,"Hilbert Curve",sss.mean.1,0.70113376035933
993,6,9,1000,"Hilbert Curve",sss.cov.0,6.58010680007146e-05
993,6,9,1000,"Hilbert Curve",sss.cov.1,1.0e-06
994,6,10,1000,"Hilbert Curve",sss.mean,0.0166981075877985
994,6,10,1000,"Hilbert Curve",sss.std,0.0169737360578995
994,6,10,1000,"Hilbert Curve",sss.max,0.687812757267241
994,6,10,1000,"Hilbert Curve",sss.skew,65.0633662504503
994,6,10,1000,"Hilbert Curve",sss.skew_p,0.0
994,6,10,1000,"Hilbert Curve",sss.weight.0,0.999499749874938
994,6,10,1000,"Hilbert Curve",sss.weight.1,0.000500250125062532
994,6,10,1000,"Hilbert Curve",sss.mean.0,0.0163622143697407
994,6,10,1000,"Hilbert Curve",sss.mean.1,0.68781275726724
994,6,10,1000,"Hilbert Curve",sss.cov.0,6.37162301986896e-05
994,6,10,1000,"Hilbert Curve",sss.cov.1,1.0e-06
995,6,11,1000,"Hilbert Curve",sss.mean,0.0164122882167902
995,6,11,1000,"Hilbert Curve",sss.std,0.00802521767807899
995,6,11,1000,"Hilbert Curve",sss.max,0.0615836113089154
995,6,11,1000,"Hilbert Curve",sss.skew,16.7206691524748
995,6,11,1000,"Hilbert Curve",sss.skew_p,9.26728145634497e-63
995,6,11,1000,"Hilbert Curve",sss.weight.0,0.739745125406178
995,6,11,1000,"Hilbert Curve",sss.weight.1,0.260254874593822
995,6,11,1000,"Hilbert Curve",sss.mean.0,0.0134021942098241
995,6,11,1000,"Hilbert Curve",sss.mean.1,0.0249681409059771
995,6,11,1000,"Hilbert Curve",sss.cov.0,2.63768242548733e-05
995,6,11,1000,"Hilbert Curve",sss.cov.1,7.73782652161118e-05
996,6,12,1000,"Hilbert Curve",sss.mean,0.0169458282979941
996,6,12,1000,"Hilbert Curve",sss.std,0.0172546749106932
996,6,12,1000,"Hilbert Curve",sss.max,0.701450783550792
996,6,12,1000,"Hilbert Curve",sss.skew,65.214377589489
996,6,12,1000,"Hilbert Curve",sss.skew_p,0.0
996,6,12,1000,"Hilbert Curve",sss.weight.0,0.999499749874938
996,6,12,1000,"Hilbert Curve",sss.weight.1,0.000500250125062532
996,6,12,1000,"Hilbert Curve",sss.mean.0,0.016603233225295
996,6,12,1000,"Hilbert Curve",sss.mean.1,0.70145078355079
996,6,12,1000,"Hilbert Curve",sss.cov.0,6.42474208961928e-05
996,6,12,1000,"Hilbert Curve",sss.cov.1,1.0e-06
997,6,13,1000,"Hilbert Curve",sss.mean,0.0165732819935139
997,6,13,1000,"Hilbert Curve",sss.std,0.00757163768210745
997,6,13,1000,"Hilbert Curve",sss.max,0.0495524507668912
997,6,13,1000,"Hilbert Curve",sss.skew,13.2919107076841
997,6,13,1000,"Hilbert Curve",sss.skew_p,2.57907145216119e-40
997,6,13,1000,"Hilbert Curve",sss.weight.0,0.285649700030713
997,6,13,1000,"Hilbert Curve",sss.weight.1,0.714350299969287
997,6,13,1000,"Hilbert Curve",sss.mean.0,0.0245228049052196
997,6,13,1000,"Hilbert Curve",sss.mean.1,0.0133944790515768
997,6,13,1000,"Hilbert Curve",sss.cov.0,5.59084243670271e-05
997,6,13,1000,"Hilbert Curve",sss.cov.1,2.39231448793215e-05
998,6,14,1000,"Hilbert Curve",sss.mean,0.0164241670475197
998,6,14,1000,"Hilbert Curve",sss.std,0.00788710050174611
998,6,14,1000,"Hilbert Curve",sss.max,0.0606578481440025
998,6,14,1000,"Hilbert Curve",sss.skew,16.3671522921484
998,6,14,1000,"Hilbert Curve",sss.skew_p,3.28216078515847e-60
998,6,14,1000,"Hilbert Curve",sss.weight.0,0.762782376387027
998,6,14,1000,"Hilbert Curve",sss.weight.1,0.237217623612973
998,6,14,1000,"Hilbert Curve",sss.mean.0,0.0134478402085211
998,6,14,1000,"Hilbert Curve",sss.mean.1,0.0259946602704846
998,6,14,1000,"Hilbert Curve",sss.cov.0,2.49194441151525e-05
998,6,14,1000,"Hilbert Curve",sss.cov.1,6.62401277061808e-05
999,6,15,1000,"Hilbert Curve",sss.mean,0.0167804410045495
999,6,15,1000,"Hilbert Curve",sss.std,0.017186544108186
999,6,15,1000,"Hilbert Curve",sss.max,0.698437190081925
999,6,15,1000,"Hilbert Curve",sss.skew,65.2030711773417
999,6,15,1000,"Hilbert Curve",sss.skew_p,0.0
999,6,15,1000,"Hilbert Curve",sss.weight.0,0.999499749874938
999,6,15,1000,"Hilbert Curve",sss.weight.1,0.000500250125062532
999,6,15,1000,"Hilbert Curve",sss.mean.0,0.0164392714604667
999,6,15,1000,"Hilbert Curve",sss.mean.1,0.698437190081924
999,6,15,1000,"Hilbert Curve",sss.cov.0,6.3848215906817e-05
999,6,15,1000,"Hilbert Curve",sss.cov.1,1.0e-06
1000,6,16,1000,"Hilbert Curve",sss.mean,0.0164469718036479
1000,6,16,1000,"Hilbert Curve",sss.std,0.00774016948754077
1000,6,16,1000,"Hilbert Curve",sss.max,0.0556664417062695
1000,6,16,1000,"Hilbert Curve",sss.skew,15.5755584914035
1000,6,16,1000,"Hilbert Curve",sss.skew_p,1.06716882198941e-54
1000,6,16,1000,"Hilbert Curve",sss.weight.0,0.719926137396188
1000,6,16,1000,"Hilbert Curve",sss.weight.1,0.280073862603812
1000,6,16,1000,"Hilbert Curve",sss.mean.0,0.0134055413356577
1000,6,16,1000,"Hilbert Curve",sss.mean.1,0.0242649283549046
1000,6,16,1000,"Hilbert Curve",sss.cov.0,2.50401036882521e-05
1000,6,16,1000,"Hilbert Curve",sss.cov.1,6.82156740280482e-05
1001,6,17,1000,"Hilbert Curve",sss.mean,0.0168563127641
1001,6,17,1000,"Hilbert Curve",sss.std,0.0172651616383695
1001,6,17,1000,"Hilbert Curve",sss.max,0.701722835298178
1001,6,17,1000,"Hilbert Curve",sss.skew,65.2020953550634
1001,6,17,1000,"Hilbert Curve",sss.skew_p,0.0
1001,6,17,1000,"Hilbert Curve",sss.weight.0,0.999499749874938
1001,6,17,1000,"Hilbert Curve",sss.weight.1,0.000500250125062532
1001,6,17,1000,"Hilbert Curve",sss.mean.0,0.0165135367267956
1001,6,17,1000,"Hilbert Curve",sss.mean.1,0.701722835298176
1001,6,17,1000,"Hilbert Curve",sss.cov.0,6.4361670405934e-05
1001,6,17,1000,"Hilbert Curve",sss.cov.1,1.0e-06
1002,6,18,1000,"Hilbert Curve",sss.mean,0.0165166106226213
1002,6,18,1000,"Hilbert Curve",sss.std,0.00797485794480788
1002,6,18,1000,"Hilbert Curve",sss.max,0.0606299449082352
1002,6,18,1000,"Hilbert Curve",sss.skew,16.2382668991131
1002,6,18,1000,"Hilbert Curve",sss.skew_p,2.70457673350538e-59
1002,6,18,1000,"Hilbert Curve",sss.weight.0,0.710198873232625
1002,6,18,1000,"Hilbert Curve",sss.weight.1,0.289801126767375
1002,6,18,1000,"Hilbert Curve",sss.mean.0,0.0132797114703996
1002,6,18,1000,"Hilbert Curve",sss.mean.1,0.0244490923086596
1002,6,18,1000,"Hilbert Curve",sss.cov.0,2.42299526287167e-05
1002,6,18,1000,"Hilbert Curve",sss.cov.1,7.49259714140069e-05
1003,6,19,1000,"Hilbert Curve",sss.mean,0.0164414905106187
1003,6,19,1000,"Hilbert Curve",sss.std,0.00778119115439293
1003,6,19,1000,"Hilbert Curve",sss.max,0.0548823047252608
1003,6,19,1000,"Hilbert Curve",sss.skew,16.2596049794462
1003,6,19,1000,"Hilbert Curve",sss.skew_p,1.9096517381604e-59
1003,6,19,1000,"Hilbert Curve",sss.weight.0,0.721205211597308
1003,6,19,1000,"Hilbert Curve",sss.weight.1,0.278794788402692
1003,6,19,1000,"Hilbert Curve",sss.mean.0,0.0133698043519989
1003,6,19,1000,"Hilbert Curve",sss.mean.1,0.0243875359825595
1003,6,19,1000,"Hilbert Curve",sss.cov.0,2.36885890229345e-05
1003,6,19,1000,"Hilbert Curve",sss.cov.1,7.1934070738741e-05
1004,6,20,1000,"Hilbert Curve",sss.mean,0.0168774792233161
1004,6,20,1000,"Hilbert Curve",sss.std,0.0170123127549982
1004,6,20,1000,"Hilbert Curve",sss.max,0.691679074040372
1004,6,20,1000,"Hilbert Curve",sss.skew,65.1942943425625
1004,6,20,1000,"Hilbert Curve",sss.skew_p,0.0
1004,6,20,1000,"Hilbert Curve",sss.weight.0,0.999499749874938
1004,6,20,1000,"Hilbert Curve",sss.weight.1,0.000500250125062532
1004,6,20,1000,"Hilbert Curve",sss.mean.0,0.0165397406873717
1004,6,20,1000,"Hilbert Curve",sss.mean.1,0.69167907404037
1004,6,20,1000,"Hilbert Curve",sss.cov.0,6.25430695155903e-05
1004,6,20,1000,"Hilbert Curve",sss.cov.1,1.0e-06
1005,6,21,1000,"Hilbert Curve",sss.mean,0.0164785650399552
1005,6,21,1000,"Hilbert Curve",sss.std,0.00773529950411825
1005,6,21,1000,"Hilbert Curve",sss.max,0.0832783382763187
1005,6,21,1000,"Hilbert Curve",sss.skew,18.9482484802463
1005,6,21,1000,"Hilbert Curve",sss.skew_p,4.56527270722334e-80
1005,6,21,1000,"Hilbert Curve",sss.weight.0,0.713011969625212
1005,6,21,1000,"Hilbert Curve",sss.weight.1,0.286988030374788
1005,6,21,1000,"Hilbert Curve",sss.mean.0,0.0136592771975834
1005,6,21,1000,"Hilbert Curve",sss.mean.1,0.0234829894920994
1005,6,21,1000,"Hilbert Curve",sss.cov.0,2.45547708607068e-05
1005,6,21,1000,"Hilbert Curve",sss.cov.1,8.21620474965073e-05
1006,6,22,1000,"Hilbert Curve",sss.mean,0.016749758434501
1006,6,22,1000,"Hilbert Curve",sss.std,0.0171157952399252
1006,6,22,1000,"Hilbert Curve",sss.max,0.696177807601433
1006,6,22,1000,"Hilbert Curve",sss.skew,65.2355705230009
1006,6,22,1000,"Hilbert Curve",sss.skew_p,0.0
1006,6,22,1000,"Hilbert Curve",sss.weight.0,0.999499749874938
1006,6,22,1000,"Hilbert Curve",sss.weight.1,0.000500250125062532
1006,6,22,1000,"Hilbert Curve",sss.mean.0,0.0164097043558389
1006,6,22,1000,"Hilbert Curve",sss.mean.1,0.696177807601432
1006,6,22,1000,"Hilbert Curve",sss.cov.0,6.29391524871549e-05
1006,6,22,1000,"Hilbert Curve",sss.cov.1,1.0e-06
1007,6,23,1000,"Hilbert Curve",sss.mean,0.0168174534480842
1007,6,23,1000,"Hilbert Curve",sss.std,0.0170449540235639
1007,6,23,1000,"Hilbert Curve",sss.max,0.693917856026293
1007,6,23,1000,"Hilbert Curve",sss.skew,65.2685656661861
1007,6,23,1000,"Hilbert Curve",sss.skew_p,0.0
1007,6,23,1000,"Hilbert Curve",sss.weight.0,0.999499749874938
1007,6,23,1000,"Hilbert Curve",sss.weight.1,0.000500250125062532
1007,6,23,1000,"Hilbert Curve",sss.mean.0,0.0164785643577047
1007,6,23,1000,"Hilbert Curve",sss.mean.1,0.693917856026292
1007,6,23,1000,"Hilbert Curve",sss.cov.0,6.2099082963989e-05
1007,6,23,1000,"Hilbert Curve",sss.cov.1,1.0e-06
1008,6,24,1000,"Hilbert Curve",sss.mean,0.0165674725360671
1008,6,24,1000,"Hilbert Curve",sss.std,0.00795266419947596
1008,6,24,1000,"Hilbert Curve",sss.max,0.0769289828905775
1008,6,24,1000,"Hilbert Curve",sss.skew,17.7942011142329
1008,6,24,1000,"Hilbert Curve",sss.skew_p,7.83771478455655e-71
1008,6,24,1000,"Hilbert Curve",sss.weight.0,0.691893920073674
1008,6,24,1000,"Hilbert Curve",sss.weight.1,0.308106079926326
1008,6,24,1000,"Hilbert Curve",sss.mean.0,0.0135314267968614
1008,6,24,1000,"Hilbert Curve",sss.mean.1,0.0233853243244003
1008,6,24,1000,"Hilbert Curve",sss.cov.0,2.61161772590164e-05
1008,6,24,1000,"Hilbert Curve",sss.cov.1,8.26855923847184e-05
1009,7,1,100,"Latin Hypercube (nn)",sss.mean,0.0465493054271448
1009,7,1,100,"Latin Hypercube (nn)",sss.std,0.0488036482484033
1009,7,1,100,"Latin Hypercube (nn)",sss.max,0.5081045997088
1009,7,1,100,"Latin Hypercube (nn)",sss.skew,13.0009757260387
1009,7,1,100,"Latin Hypercube (nn)",sss.skew_p,1.2079221338536e-38
1009,7,1,100,"Latin Hypercube (nn)",sss.weight.0,0.994974874371859
1009,7,1,100,"Latin Hypercube (nn)",sss.weight.1,0.00502512562814072
1009,7,1,100,"Latin Hypercube (nn)",sss.mean.0,0.0442182180822879
1009,7,1,100,"Latin Hypercube (nn)",sss.mean.1,0.508104599708798
1009,7,1,100,"Latin Hypercube (nn)",sss.cov.0,0.00131346568183608
1009,7,1,100,"Latin Hypercube (nn)",sss.cov.1,1.0e-06
1010,7,2,100,"Latin Hypercube (nn)",sss.mean,0.0516027673397943
1010,7,2,100,"Latin Hypercube (nn)",sss.std,0.0726997864870639
1010,7,2,100,"Latin Hypercube (nn)",sss.max,0.645967891248537
1010,7,2,100,"Latin Hypercube (nn)",sss.skew,13.8071918149792
1010,7,2,100,"Latin Hypercube (nn)",sss.skew_p,2.30648951818199e-43
1010,7,2,100,"Latin Hypercube (nn)",sss.weight.0,0.957984337606245
1010,7,2,100,"Latin Hypercube (nn)",sss.weight.1,0.0420156623937545
1010,7,2,100,"Latin Hypercube (nn)",sss.mean.0,0.0402391159804859
1010,7,2,100,"Latin Hypercube (nn)",sss.mean.1,0.310701384379651
1010,7,2,100,"Latin Hypercube (nn)",sss.cov.0,0.000481018468398288
1010,7,2,100,"Latin Hypercube (nn)",sss.cov.1,0.0447724571634867
1011,7,3,100,"Latin Hypercube (nn)",sss.mean,0.0467182531814261
1011,7,3,100,"Latin Hypercube (nn)",sss.std,0.0419015991787219
1011,7,3,100,"Latin Hypercube (nn)",sss.max,0.33462461596043
1011,7,3,100,"Latin Hypercube (nn)",sss.skew,11.2949552648365
1011,7,3,100,"Latin Hypercube (nn)",sss.skew_p,1.38974801764297e-29
1011,7,3,100,"Latin Hypercube (nn)",sss.weight.0,0.0987161605733947
1011,7,3,100,"Latin Hypercube (nn)",sss.weight.1,0.901283839426605
1011,7,3,100,"Latin Hypercube (nn)",sss.mean.0,0.137864951848104
1011,7,3,100,"Latin Hypercube (nn)",sss.mean.1,0.0367351027600906
1011,7,3,100,"Latin Hypercube (nn)",sss.cov.0,0.00619447168952083
1011,7,3,100,"Latin Hypercube (nn)",sss.cov.1,0.000261092386518662
1012,7,4,100,"Latin Hypercube (nn)",sss.mean,0.0446624372162546
1012,7,4,100,"Latin Hypercube (nn)",sss.std,0.0410602695432606
1012,7,4,100,"Latin Hypercube (nn)",sss.max,0.384448519239822
1012,7,4,100,"Latin Hypercube (nn)",sss.skew,12.0913265504944
1012,7,4,100,"Latin Hypercube (nn)",sss.skew_p,1.17376052585698e-33
1012,7,4,100,"Latin Hypercube (nn)",sss.weight.0,0.899055963891907
1012,7,4,100,"Latin Hypercube (nn)",sss.weight.1,0.100944036108093
1012,7,4,100,"Latin Hypercube (nn)",sss.mean.0,0.0356561042273561
1012,7,4,100,"Latin Hypercube (nn)",sss.mean.1,0.124877155179334
1012,7,4,100,"Latin Hypercube (nn)",sss.cov.0,0.000303509446617302
1012,7,4,100,"Latin Hypercube (nn)",sss.cov.1,0.00685165090446461
