test_id,function,dimensions,sample_n,sampler,feature,value,n
180,12,5,316,Hilbert Curve,t.generation,0.02963580000141519,1580
180,12,5,316,Hilbert Curve,t.ic.calculate,1.6140684999991208,1580
181,13,5,316,Hilbert Curve,t.generation,0.028810799998609582,1580
181,13,5,316,Hilbert Curve,t.ic.calculate,1.16681079999762,1580
182,14,5,316,Hilbert Curve,t.generation,0.028831600000557955,1580
182,14,5,316,Hilbert Curve,t.ic.calculate,1.0975518000013835,1580
183,15,5,316,Hilbert Curve,t.generation,0.02914299999974901,1580
183,15,5,316,Hilbert Curve,t.ic.calculate,1.1886779999986175,1580
184,16,5,316,Hilbert Curve,t.generation,0.028785599999537226,1580
184,16,5,316,Hilbert Curve,t.ic.calculate,1.1152551000013773,1580
185,17,5,316,Hilbert Curve,t.generation,0.02914950000194949,1580
185,17,5,316,Hilbert Curve,t.ic.calculate,1.0760586999967927,1580
186,18,5,316,Hilbert Curve,t.generation,0.02878640000199084,1580
186,18,5,316,Hilbert Curve,t.ic.calculate,1.1260790000014822,1580
187,19,5,316,Hilbert Curve,t.generation,0.029001300001255004,1580
187,19,5,316,Hilbert Curve,t.ic.calculate,1.0754266999974789,1580
188,20,5,316,Hilbert Curve,t.generation,0.028866100001323503,1580
188,20,5,316,Hilbert Curve,t.ic.calculate,1.3188416000011784,1580
189,21,5,316,Hilbert Curve,t.generation,0.028969800001505064,1580
189,21,5,316,Hilbert Curve,t.ic.calculate,1.0688019000008353,1580
190,22,5,316,Hilbert Curve,t.generation,0.028904999999213032,1580
190,22,5,316,Hilbert Curve,t.ic.calculate,1.0526533999982348,1580
191,23,5,316,Hilbert Curve,t.generation,0.028851600000052713,1580
191,23,5,316,Hilbert Curve,t.ic.calculate,1.060412399998313,1580
192,24,5,316,Hilbert Curve,t.generation,0.028941399999894202,1580
192,24,5,316,Hilbert Curve,t.ic.calculate,1.0985948000015924,1580
193,1,5,1000,Latin Hypercube (nn),t.generation,0.0009845999993558507,5000
193,1,5,1000,Latin Hypercube (nn),t.ic.calculate,3.187723499999265,5000
194,2,5,1000,Latin Hypercube (nn),t.generation,0.0009437999979127198,5000
194,2,5,1000,Latin Hypercube (nn),t.ic.calculate,4.529655300000741,5000
195,3,5,1000,Latin Hypercube (nn),t.generation,0.001036599998769816,5000
195,3,5,1000,Latin Hypercube (nn),t.ic.calculate,3.3602768999990076,5000
196,4,5,1000,Latin Hypercube (nn),t.generation,0.001050899998517707,5000
196,4,5,1000,Latin Hypercube (nn),t.ic.calculate,3.5327926999998454,5000
197,5,5,1000,Latin Hypercube (nn),t.generation,0.0009011000001919456,5000
197,5,5,1000,Latin Hypercube (nn),t.ic.calculate,3.1335940999997547,5000
198,6,5,1000,Latin Hypercube (nn),t.generation,0.0009935999987646937,5000
198,6,5,1000,Latin Hypercube (nn),t.ic.calculate,4.085496499999863,5000
199,7,5,1000,Latin Hypercube (nn),t.generation,0.000829099997645244,5000
199,7,5,1000,Latin Hypercube (nn),t.ic.calculate,3.448096300002362,5000
200,8,5,1000,Latin Hypercube (nn),t.generation,0.0010340999979234766,5000
200,8,5,1000,Latin Hypercube (nn),t.ic.calculate,4.001617300000362,5000
201,9,5,1000,Latin Hypercube (nn),t.generation,0.0009926000020641368,5000
201,9,5,1000,Latin Hypercube (nn),t.ic.calculate,4.004111300000659,5000
202,10,5,1000,Latin Hypercube (nn),t.generation,0.00099209999825689,5000
202,10,5,1000,Latin Hypercube (nn),t.ic.calculate,4.509429800000362,5000
203,11,5,1000,Latin Hypercube (nn),t.generation,0.0009582999991835095,5000
203,11,5,1000,Latin Hypercube (nn),t.ic.calculate,4.540633399999933,5000
204,12,5,1000,Latin Hypercube (nn),t.generation,0.0010059999985969625,5000
204,12,5,1000,Latin Hypercube (nn),t.ic.calculate,4.847904099999141,5000
205,13,5,1000,Latin Hypercube (nn),t.generation,0.0009673000022303313,5000
205,13,5,1000,Latin Hypercube (nn),t.ic.calculate,3.480208799999673,5000
206,14,5,1000,Latin Hypercube (nn),t.generation,0.0009380000010423828,5000
206,14,5,1000,Latin Hypercube (nn),t.ic.calculate,3.279582599996502,5000
207,15,5,1000,Latin Hypercube (nn),t.generation,0.0009626999999454711,5000
207,15,5,1000,Latin Hypercube (nn),t.ic.calculate,3.4868989000024158,5000
208,16,5,1000,Latin Hypercube (nn),t.generation,0.0010876000014832243,5000
208,16,5,1000,Latin Hypercube (nn),t.ic.calculate,3.3330643999979657,5000
209,17,5,1000,Latin Hypercube (nn),t.generation,0.0009781000007933471,5000
209,17,5,1000,Latin Hypercube (nn),t.ic.calculate,3.190100599997095,5000
210,18,5,1000,Latin Hypercube (nn),t.generation,0.0009872000009636395,5000
210,18,5,1000,Latin Hypercube (nn),t.ic.calculate,3.3634653000008257,5000
211,19,5,1000,Latin Hypercube (nn),t.generation,0.0009230999967257958,5000
211,19,5,1000,Latin Hypercube (nn),t.ic.calculate,3.1624377999978606,5000
212,20,5,1000,Latin Hypercube (nn),t.generation,0.0010301000002073124,5000
212,20,5,1000,Latin Hypercube (nn),t.ic.calculate,3.923247099999571,5000
213,21,5,1000,Latin Hypercube (nn),t.generation,0.0008941000014601741,5000
213,21,5,1000,Latin Hypercube (nn),t.ic.calculate,3.143513000002713,5000
214,22,5,1000,Latin Hypercube (nn),t.generation,0.0010640000000421423,5000
214,22,5,1000,Latin Hypercube (nn),t.ic.calculate,3.0511863000028825,5000
215,23,5,1000,Latin Hypercube (nn),t.generation,0.0009312999973190017,5000
215,23,5,1000,Latin Hypercube (nn),t.ic.calculate,3.1711304999989807,5000
216,24,5,1000,Latin Hypercube (nn),t.generation,0.0008441999998467509,5000
216,24,5,1000,Latin Hypercube (nn),t.ic.calculate,3.249261699998897,5000
217,1,5,1000,Latin Hypercube (hc),t.generation,0.0009801000014704186,5000
217,1,5,1000,Latin Hypercube (hc),t.ic.calculate,3.435928099999728,5000
218,2,5,1000,Latin Hypercube (hc),t.generation,0.0009811000018089544,5000
218,2,5,1000,Latin Hypercube (hc),t.ic.calculate,4.804008799997973,5000
219,3,5,1000,Latin Hypercube (hc),t.generation,0.0008420000012847595,5000
219,3,5,1000,Latin Hypercube (hc),t.ic.calculate,3.6364505999990797,5000
220,4,5,1000,Latin Hypercube (hc),t.generation,0.0008266000004368834,5000
220,4,5,1000,Latin Hypercube (hc),t.ic.calculate,3.8132676999994146,5000
221,5,5,1000,Latin Hypercube (hc),t.generation,0.0009771000004548114,5000
221,5,5,1000,Latin Hypercube (hc),t.ic.calculate,3.426016699999309,5000
222,6,5,1000,Latin Hypercube (hc),t.generation,0.0008675999997649342,5000
222,6,5,1000,Latin Hypercube (hc),t.ic.calculate,4.3875109999971755,5000
223,7,5,1000,Latin Hypercube (hc),t.generation,0.0008788999984972179,5000
223,7,5,1000,Latin Hypercube (hc),t.ic.calculate,3.738866200001212,5000
224,8,5,1000,Latin Hypercube (hc),t.generation,0.0009408000005350914,5000
224,8,5,1000,Latin Hypercube (hc),t.ic.calculate,4.28169379999963,5000
225,9,5,1000,Latin Hypercube (hc),t.generation,0.0007813000011083204,5000
225,9,5,1000,Latin Hypercube (hc),t.ic.calculate,4.305691500001558,5000
226,10,5,1000,Latin Hypercube (hc),t.generation,0.00101619999986724,5000
226,10,5,1000,Latin Hypercube (hc),t.ic.calculate,4.861009299998841,5000
227,11,5,1000,Latin Hypercube (hc),t.generation,0.0009104000018851366,5000
227,11,5,1000,Latin Hypercube (hc),t.ic.calculate,4.801613900002849,5000
228,12,5,1000,Latin Hypercube (hc),t.generation,0.000862000000779517,5000
228,12,5,1000,Latin Hypercube (hc),t.ic.calculate,5.133254799999122,5000
229,13,5,1000,Latin Hypercube (hc),t.generation,0.0009559999998600688,5000
229,13,5,1000,Latin Hypercube (hc),t.ic.calculate,3.7483951000031084,5000
230,14,5,1000,Latin Hypercube (hc),t.generation,0.0010905999988608528,5000
230,14,5,1000,Latin Hypercube (hc),t.ic.calculate,3.5617249999995693,5000
231,15,5,1000,Latin Hypercube (hc),t.generation,0.0008956000019679777,5000
231,15,5,1000,Latin Hypercube (hc),t.ic.calculate,3.750298999999359,5000
232,16,5,1000,Latin Hypercube (hc),t.generation,0.0009344999998575076,5000
232,16,5,1000,Latin Hypercube (hc),t.ic.calculate,3.5942462000020896,5000
233,17,5,1000,Latin Hypercube (hc),t.generation,0.0009859000019787345,5000
233,17,5,1000,Latin Hypercube (hc),t.ic.calculate,3.476103199998761,5000
234,18,5,1000,Latin Hypercube (hc),t.generation,0.0009288000001106411,5000
234,18,5,1000,Latin Hypercube (hc),t.ic.calculate,3.641624799998681,5000
235,19,5,1000,Latin Hypercube (hc),t.generation,0.0009446000003663357,5000
235,19,5,1000,Latin Hypercube (hc),t.ic.calculate,3.4967213999989326,5000
236,20,5,1000,Latin Hypercube (hc),t.generation,0.0009477999992668629,5000
236,20,5,1000,Latin Hypercube (hc),t.ic.calculate,4.2414141000008385,5000
237,21,5,1000,Latin Hypercube (hc),t.generation,0.0009289000008720905,5000
237,21,5,1000,Latin Hypercube (hc),t.ic.calculate,3.4238791999996465,5000
238,22,5,1000,Latin Hypercube (hc),t.generation,0.0009124999996856786,5000
238,22,5,1000,Latin Hypercube (hc),t.ic.calculate,3.340824500002782,5000
239,23,5,1000,Latin Hypercube (hc),t.generation,0.0011186000010638963,5000
239,23,5,1000,Latin Hypercube (hc),t.ic.calculate,3.4449998999989475,5000
240,24,5,1000,Latin Hypercube (hc),t.generation,0.0008510000006936025,5000
240,24,5,1000,Latin Hypercube (hc),t.ic.calculate,3.53600699999879,5000
241,1,5,1000,Latin Hypercube (rnd),t.generation,0.0010223000026599038,5000
241,1,5,1000,Latin Hypercube (rnd),t.ic.calculate,3.2084317000008014,5000
242,2,5,1000,Latin Hypercube (rnd),t.generation,0.0009031999979924876,5000
242,2,5,1000,Latin Hypercube (rnd),t.ic.calculate,4.631655799999862,5000
243,3,5,1000,Latin Hypercube (rnd),t.generation,0.0008841000017127953,5000
243,3,5,1000,Latin Hypercube (rnd),t.ic.calculate,3.3933290999993915,5000
244,4,5,1000,Latin Hypercube (rnd),t.generation,0.0009499000007053837,5000
244,4,5,1000,Latin Hypercube (rnd),t.ic.calculate,3.587148700000398,5000
245,5,5,1000,Latin Hypercube (rnd),t.generation,0.0010608000011416152,5000
245,5,5,1000,Latin Hypercube (rnd),t.ic.calculate,3.2743001000017102,5000
246,6,5,1000,Latin Hypercube (rnd),t.generation,0.0009390999985043891,5000
246,6,5,1000,Latin Hypercube (rnd),t.ic.calculate,4.183036400001583,5000
247,7,5,1000,Latin Hypercube (rnd),t.generation,0.0009866000000329223,5000
247,7,5,1000,Latin Hypercube (rnd),t.ic.calculate,3.508145899999363,5000
248,8,5,1000,Latin Hypercube (rnd),t.generation,0.0012032000013277866,5000
248,8,5,1000,Latin Hypercube (rnd),t.ic.calculate,4.073019999999815,5000
249,9,5,1000,Latin Hypercube (rnd),t.generation,0.0010084000023198314,5000
249,9,5,1000,Latin Hypercube (rnd),t.ic.calculate,4.071306300000288,5000
250,10,5,1000,Latin Hypercube (rnd),t.generation,0.0008809999999357387,5000
250,10,5,1000,Latin Hypercube (rnd),t.ic.calculate,4.657648499996867,5000
251,11,5,1000,Latin Hypercube (rnd),t.generation,0.0010003999996115454,5000
251,11,5,1000,Latin Hypercube (rnd),t.ic.calculate,4.647922899999685,5000
252,12,5,1000,Latin Hypercube (rnd),t.generation,0.0008744000006117858,5000
252,12,5,1000,Latin Hypercube (rnd),t.ic.calculate,4.975650000000314,5000
253,13,5,1000,Latin Hypercube (rnd),t.generation,0.0009929999978339765,5000
253,13,5,1000,Latin Hypercube (rnd),t.ic.calculate,4.024159500000678,5000
254,14,5,1000,Latin Hypercube (rnd),t.generation,0.0009190999990096316,5000
254,14,5,1000,Latin Hypercube (rnd),t.ic.calculate,3.380054500001279,5000
255,15,5,1000,Latin Hypercube (rnd),t.generation,0.000844999998662388,5000
255,15,5,1000,Latin Hypercube (rnd),t.ic.calculate,3.568063599999732,5000
256,16,5,1000,Latin Hypercube (rnd),t.generation,0.0009264999971492216,5000
256,16,5,1000,Latin Hypercube (rnd),t.ic.calculate,3.270715399998153,5000
257,17,5,1000,Latin Hypercube (rnd),t.generation,0.0008644999979878776,5000
257,17,5,1000,Latin Hypercube (rnd),t.ic.calculate,3.258169499997166,5000
258,18,5,1000,Latin Hypercube (rnd),t.generation,0.0014544000005116686,5000
258,18,5,1000,Latin Hypercube (rnd),t.ic.calculate,3.392293900000368,5000
259,19,5,1000,Latin Hypercube (rnd),t.generation,0.0008778999981586821,5000
259,19,5,1000,Latin Hypercube (rnd),t.ic.calculate,3.2419652999997197,5000
260,20,5,1000,Latin Hypercube (rnd),t.generation,0.0009991000006266404,5000
260,20,5,1000,Latin Hypercube (rnd),t.ic.calculate,4.07112490000145,5000
261,21,5,1000,Latin Hypercube (rnd),t.generation,0.001010100000712555,5000
261,21,5,1000,Latin Hypercube (rnd),t.ic.calculate,3.146958600002108,5000
262,22,5,1000,Latin Hypercube (rnd),t.generation,0.0009470000004512258,5000
262,22,5,1000,Latin Hypercube (rnd),t.ic.calculate,3.083760199999233,5000
263,23,5,1000,Latin Hypercube (rnd),t.generation,0.0009432000006199814,5000
263,23,5,1000,Latin Hypercube (rnd),t.ic.calculate,3.1198488000009093,5000
264,24,5,1000,Latin Hypercube (rnd),t.generation,0.0008765999991737772,5000
264,24,5,1000,Latin Hypercube (rnd),t.ic.calculate,3.2765091999972356,5000
265,1,5,1000,Hilbert Curve,t.generation,0.09036610000111978,5000
265,1,5,1000,Hilbert Curve,t.ic.calculate,3.2478092000019387,5000
266,2,5,1000,Hilbert Curve,t.generation,0.08877679999932298,5000
266,2,5,1000,Hilbert Curve,t.ic.calculate,4.610228699999425,5000
267,3,5,1000,Hilbert Curve,t.generation,0.08938689999922644,5000
267,3,5,1000,Hilbert Curve,t.ic.calculate,3.4543214999976044,5000
268,4,5,1000,Hilbert Curve,t.generation,0.08984269999928074,5000
268,4,5,1000,Hilbert Curve,t.ic.calculate,3.627087400000164,5000
269,5,5,1000,Hilbert Curve,t.generation,0.09029029999874183,5000
269,5,5,1000,Hilbert Curve,t.ic.calculate,3.234662099999696,5000
270,6,5,1000,Hilbert Curve,t.generation,0.0876548999985971,5000
270,6,5,1000,Hilbert Curve,t.ic.calculate,4.1562282999984745,5000
271,7,5,1000,Hilbert Curve,t.generation,0.08973519999926793,5000
271,7,5,1000,Hilbert Curve,t.ic.calculate,3.529410800001642,5000
272,8,5,1000,Hilbert Curve,t.generation,0.0893316000001505,5000
272,8,5,1000,Hilbert Curve,t.ic.calculate,4.0833114000015485,5000
273,9,5,1000,Hilbert Curve,t.generation,0.0898127000000386,5000
273,9,5,1000,Hilbert Curve,t.ic.calculate,4.120039599998563,5000
274,10,5,1000,Hilbert Curve,t.generation,0.08972080000239657,5000
274,10,5,1000,Hilbert Curve,t.ic.calculate,4.64369109999825,5000
275,11,5,1000,Hilbert Curve,t.generation,0.09162060000016936,5000
275,11,5,1000,Hilbert Curve,t.ic.calculate,4.665731699999014,5000
276,12,5,1000,Hilbert Curve,t.generation,0.09211660000073607,5000
276,12,5,1000,Hilbert Curve,t.ic.calculate,4.954171099998348,5000
277,13,5,1000,Hilbert Curve,t.generation,0.08985320000283537,5000
277,13,5,1000,Hilbert Curve,t.ic.calculate,3.607191099999909,5000
278,14,5,1000,Hilbert Curve,t.generation,0.08971849999943515,5000
278,14,5,1000,Hilbert Curve,t.ic.calculate,3.3647799999998824,5000
279,15,5,1000,Hilbert Curve,t.generation,0.0890720000024885,5000
279,15,5,1000,Hilbert Curve,t.ic.calculate,3.541170399999828,5000
280,16,5,1000,Hilbert Curve,t.generation,0.09058400000139954,5000
280,16,5,1000,Hilbert Curve,t.ic.calculate,3.418334000001778,5000
281,17,5,1000,Hilbert Curve,t.generation,0.08896119999917573,5000
281,17,5,1000,Hilbert Curve,t.ic.calculate,3.2983343999985664,5000
282,18,5,1000,Hilbert Curve,t.generation,0.08924169999954756,5000
282,18,5,1000,Hilbert Curve,t.ic.calculate,3.438209600000846,5000
283,19,5,1000,Hilbert Curve,t.generation,0.08886770000026445,5000
283,19,5,1000,Hilbert Curve,t.ic.calculate,3.295999199999642,5000
284,20,5,1000,Hilbert Curve,t.generation,0.08818070000052103,5000
284,20,5,1000,Hilbert Curve,t.ic.calculate,4.03703139999925,5000
285,21,5,1000,Hilbert Curve,t.generation,0.08885830000144779,5000
285,21,5,1000,Hilbert Curve,t.ic.calculate,3.2650656000005256,5000
286,22,5,1000,Hilbert Curve,t.generation,0.08931999999913387,5000
286,22,5,1000,Hilbert Curve,t.ic.calculate,3.1827768000002834,5000
287,23,5,1000,Hilbert Curve,t.generation,0.08915829999750713,5000
287,23,5,1000,Hilbert Curve,t.ic.calculate,3.25840529999914,5000
288,24,5,1000,Hilbert Curve,t.generation,0.0879616000020178,5000
288,24,5,1000,Hilbert Curve,t.ic.calculate,3.355808199998137,5000
289,1,10,100,Latin Hypercube (nn),t.generation,0.0005955999986326788,1000
289,1,10,100,Latin Hypercube (nn),t.ic.calculate,0.7093073000032746,1000
290,2,10,100,Latin Hypercube (nn),t.generation,0.0005691000005754177,1000
290,2,10,100,Latin Hypercube (nn),t.ic.calculate,1.0052313000014692,1000
291,3,10,100,Latin Hypercube (nn),t.generation,0.0006009999997331761,1000
291,3,10,100,Latin Hypercube (nn),t.ic.calculate,0.749272099998052,1000
292,4,10,100,Latin Hypercube (nn),t.generation,0.0005483999993884936,1000
292,4,10,100,Latin Hypercube (nn),t.ic.calculate,0.7953616000013426,1000
293,5,10,100,Latin Hypercube (nn),t.generation,0.0005214000011619646,1000
293,5,10,100,Latin Hypercube (nn),t.ic.calculate,0.7130182000000787,1000
294,6,10,100,Latin Hypercube (nn),t.generation,0.0005603999998129439,1000
294,6,10,100,Latin Hypercube (nn),t.ic.calculate,0.9101756000018213,1000
295,7,10,100,Latin Hypercube (nn),t.generation,0.0005619000003207475,1000
295,7,10,100,Latin Hypercube (nn),t.ic.calculate,0.7854348000000755,1000
296,8,10,100,Latin Hypercube (nn),t.generation,0.0005105000018374994,1000
296,8,10,100,Latin Hypercube (nn),t.ic.calculate,0.8985692999995081,1000
297,9,10,100,Latin Hypercube (nn),t.generation,0.0005915999972785357,1000
297,9,10,100,Latin Hypercube (nn),t.ic.calculate,0.9045335999981035,1000
298,10,10,100,Latin Hypercube (nn),t.generation,0.0005907999984628987,1000
298,10,10,100,Latin Hypercube (nn),t.ic.calculate,1.0079745999973966,1000
299,11,10,100,Latin Hypercube (nn),t.generation,0.0005758000006608199,1000
299,11,10,100,Latin Hypercube (nn),t.ic.calculate,0.9983479000002262,1000
300,12,10,100,Latin Hypercube (nn),t.generation,0.0004971999987901654,1000
300,12,10,100,Latin Hypercube (nn),t.ic.calculate,1.0798746000000392,1000
301,13,10,100,Latin Hypercube (nn),t.generation,0.0005090000013296958,1000
301,13,10,100,Latin Hypercube (nn),t.ic.calculate,0.7718680999969365,1000
302,14,10,100,Latin Hypercube (nn),t.generation,0.0006174000009195879,1000
302,14,10,100,Latin Hypercube (nn),t.ic.calculate,0.7384435000021767,1000
303,15,10,100,Latin Hypercube (nn),t.generation,0.0005111999998916872,1000
303,15,10,100,Latin Hypercube (nn),t.ic.calculate,0.77941009999995,1000
304,16,10,100,Latin Hypercube (nn),t.generation,0.0005764999987150077,1000
304,16,10,100,Latin Hypercube (nn),t.ic.calculate,0.7400514999972074,1000
305,17,10,100,Latin Hypercube (nn),t.generation,0.000583500001084758,1000
305,17,10,100,Latin Hypercube (nn),t.ic.calculate,0.7254538999986835,1000
306,18,10,100,Latin Hypercube (nn),t.generation,0.0005845000014232937,1000
306,18,10,100,Latin Hypercube (nn),t.ic.calculate,0.7697228999968502,1000
307,19,10,100,Latin Hypercube (nn),t.generation,0.0005442999972729012,1000
307,19,10,100,Latin Hypercube (nn),t.ic.calculate,0.7338511999987531,1000
308,20,10,100,Latin Hypercube (nn),t.generation,0.0005244000021775719,1000
308,20,10,100,Latin Hypercube (nn),t.ic.calculate,0.8839626000008138,1000
309,21,10,100,Latin Hypercube (nn),t.generation,0.0005830000009154901,1000
309,21,10,100,Latin Hypercube (nn),t.ic.calculate,0.6725865000007616,1000
310,22,10,100,Latin Hypercube (nn),t.generation,0.0005894999994779937,1000
310,22,10,100,Latin Hypercube (nn),t.ic.calculate,0.6478930999983277,1000
311,23,10,100,Latin Hypercube (nn),t.generation,0.0005359999995562248,1000
311,23,10,100,Latin Hypercube (nn),t.ic.calculate,0.6818377999989025,1000
312,24,10,100,Latin Hypercube (nn),t.generation,0.000501299997267779,1000
312,24,10,100,Latin Hypercube (nn),t.ic.calculate,0.7275779000010516,1000
313,1,10,100,Latin Hypercube (hc),t.generation,0.0005510000009962823,1000
313,1,10,100,Latin Hypercube (hc),t.ic.calculate,0.7449908999988111,1000
314,2,10,100,Latin Hypercube (hc),t.generation,0.0005595000002358574,1000
314,2,10,100,Latin Hypercube (hc),t.ic.calculate,1.036276300001191,1000
315,3,10,100,Latin Hypercube (hc),t.generation,0.0005816999982926063,1000
315,3,10,100,Latin Hypercube (hc),t.ic.calculate,0.7960415999987163,1000
316,4,10,100,Latin Hypercube (hc),t.generation,0.0005223999978625216,1000
316,4,10,100,Latin Hypercube (hc),t.ic.calculate,0.83026880000034,1000
317,5,10,100,Latin Hypercube (hc),t.generation,0.0005653000007441733,1000
317,5,10,100,Latin Hypercube (hc),t.ic.calculate,0.7627972000009322,1000
318,6,10,100,Latin Hypercube (hc),t.generation,0.0005411999991338234,1000
318,6,10,100,Latin Hypercube (hc),t.ic.calculate,0.9553520000008575,1000
319,7,10,100,Latin Hypercube (hc),t.generation,0.0006017000014253426,1000
319,7,10,100,Latin Hypercube (hc),t.ic.calculate,0.8152292000013404,1000
320,8,10,100,Latin Hypercube (hc),t.generation,0.0006656999976257794,1000
320,8,10,100,Latin Hypercube (hc),t.ic.calculate,0.9416161000008287,1000
321,9,10,100,Latin Hypercube (hc),t.generation,0.0005658999980369117,1000
321,9,10,100,Latin Hypercube (hc),t.ic.calculate,0.9327852000023995,1000
322,10,10,100,Latin Hypercube (hc),t.generation,0.0005784999993920792,1000
322,10,10,100,Latin Hypercube (hc),t.ic.calculate,1.0383223999997426,1000
323,11,10,100,Latin Hypercube (hc),t.generation,0.0006084999986342154,1000
323,11,10,100,Latin Hypercube (hc),t.ic.calculate,1.0237110999987635,1000
324,12,10,100,Latin Hypercube (hc),t.generation,0.0005768000009993557,1000
324,12,10,100,Latin Hypercube (hc),t.ic.calculate,1.12529110000105,1000
325,13,10,100,Latin Hypercube (hc),t.generation,0.0005729999975301325,1000
325,13,10,100,Latin Hypercube (hc),t.ic.calculate,0.8072156999987783,1000
326,14,10,100,Latin Hypercube (hc),t.generation,0.0005468000017572194,1000
326,14,10,100,Latin Hypercube (hc),t.ic.calculate,0.7757679999995162,1000
327,15,10,100,Latin Hypercube (hc),t.generation,0.0005898000017623417,1000
327,15,10,100,Latin Hypercube (hc),t.ic.calculate,0.8040564000002632,1000
328,16,10,100,Latin Hypercube (hc),t.generation,0.0004974000003130641,1000
328,16,10,100,Latin Hypercube (hc),t.ic.calculate,0.7496980000032636,1000
329,17,10,100,Latin Hypercube (hc),t.generation,0.0005032000008213799,1000
329,17,10,100,Latin Hypercube (hc),t.ic.calculate,0.7621137999994971,1000
330,18,10,100,Latin Hypercube (hc),t.generation,0.0005746999995608348,1000
330,18,10,100,Latin Hypercube (hc),t.ic.calculate,0.7951202000003832,1000
331,19,10,100,Latin Hypercube (hc),t.generation,0.0006374000004143454,1000
331,19,10,100,Latin Hypercube (hc),t.ic.calculate,0.7558239999998477,1000
332,20,10,100,Latin Hypercube (hc),t.generation,0.0005630999985442031,1000
332,20,10,100,Latin Hypercube (hc),t.ic.calculate,0.9247366999989026,1000
333,21,10,100,Latin Hypercube (hc),t.generation,0.0004993000002286863,1000
333,21,10,100,Latin Hypercube (hc),t.ic.calculate,0.7122544999983802,1000
334,22,10,100,Latin Hypercube (hc),t.generation,0.0005166000009921845,1000
334,22,10,100,Latin Hypercube (hc),t.ic.calculate,0.6975624000006064,1000
335,23,10,100,Latin Hypercube (hc),t.generation,0.0005571000001509674,1000
335,23,10,100,Latin Hypercube (hc),t.ic.calculate,0.712876799996593,1000
336,24,10,100,Latin Hypercube (hc),t.generation,0.0005457000006572343,1000
336,24,10,100,Latin Hypercube (hc),t.ic.calculate,0.7726427999987209,1000
337,1,10,100,Latin Hypercube (rnd),t.generation,0.0004932000010740012,1000
337,1,10,100,Latin Hypercube (rnd),t.ic.calculate,0.6937018999997235,1000
338,2,10,100,Latin Hypercube (rnd),t.generation,0.0005579999997280538,1000
338,2,10,100,Latin Hypercube (rnd),t.ic.calculate,0.9809294000006048,1000
339,3,10,100,Latin Hypercube (rnd),t.generation,0.0005786000001535285,1000
339,3,10,100,Latin Hypercube (rnd),t.ic.calculate,0.7325066999983392,1000
340,4,10,100,Latin Hypercube (rnd),t.generation,0.0005612999993900303,1000
340,4,10,100,Latin Hypercube (rnd),t.ic.calculate,0.7742766999981541,1000
341,5,10,100,Latin Hypercube (rnd),t.generation,0.0005273999995552003,1000
341,5,10,100,Latin Hypercube (rnd),t.ic.calculate,0.6961271000000124,1000
342,6,10,100,Latin Hypercube (rnd),t.generation,0.0005679999994754326,1000
342,6,10,100,Latin Hypercube (rnd),t.ic.calculate,0.8936515999994299,1000
343,7,10,100,Latin Hypercube (rnd),t.generation,0.0005486000009113923,1000
343,7,10,100,Latin Hypercube (rnd),t.ic.calculate,0.7599602999980561,1000
344,8,10,100,Latin Hypercube (rnd),t.generation,0.0005634000008285511,1000
344,8,10,100,Latin Hypercube (rnd),t.ic.calculate,0.8848202999979549,1000
345,9,10,100,Latin Hypercube (rnd),t.generation,0.0005548999979509972,1000
345,9,10,100,Latin Hypercube (rnd),t.ic.calculate,0.8820626000015181,1000
346,10,10,100,Latin Hypercube (rnd),t.generation,0.0005891999971936457,1000
346,10,10,100,Latin Hypercube (rnd),t.ic.calculate,0.9871034999996482,1000
347,11,10,100,Latin Hypercube (rnd),t.generation,0.0005426999996416271,1000
347,11,10,100,Latin Hypercube (rnd),t.ic.calculate,0.9651455999992322,1000
348,12,10,100,Latin Hypercube (rnd),t.generation,0.0005010999993828591,1000
348,12,10,100,Latin Hypercube (rnd),t.ic.calculate,1.0974128000016208,1000
349,13,10,100,Latin Hypercube (rnd),t.generation,0.0005875999995623715,1000
349,13,10,100,Latin Hypercube (rnd),t.ic.calculate,0.7540755000009085,1000
350,14,10,100,Latin Hypercube (rnd),t.generation,0.0005775999998149928,1000
350,14,10,100,Latin Hypercube (rnd),t.ic.calculate,0.7209363000001758,1000
351,15,10,100,Latin Hypercube (rnd),t.generation,0.0004865000009885989,1000
351,15,10,100,Latin Hypercube (rnd),t.ic.calculate,0.7513193999984651,1000
352,16,10,100,Latin Hypercube (rnd),t.generation,0.000567600000067614,1000
352,16,10,100,Latin Hypercube (rnd),t.ic.calculate,0.6890333000010287,1000
353,17,10,100,Latin Hypercube (rnd),t.generation,0.0005664000018441584,1000
353,17,10,100,Latin Hypercube (rnd),t.ic.calculate,0.7143714000012551,1000
354,18,10,100,Latin Hypercube (rnd),t.generation,0.000525999999808846,1000
354,18,10,100,Latin Hypercube (rnd),t.ic.calculate,0.7405827999973553,1000
355,19,10,100,Latin Hypercube (rnd),t.generation,0.0005605000005743932,1000
355,19,10,100,Latin Hypercube (rnd),t.ic.calculate,0.6866181999976106,1000
356,20,10,100,Latin Hypercube (rnd),t.generation,0.0005915999972785357,1000
356,20,10,100,Latin Hypercube (rnd),t.ic.calculate,0.8854019999998854,1000
357,21,10,100,Latin Hypercube (rnd),t.generation,0.0005663000010827091,1000
